Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;Dato;Felt;Trafikkmengde;Dekningsgrad (%);Antall timer total;Antall timer inkludert;Antall timer ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-02T00:00+02:00;2022-10-03T00:00+02:00;02.10.2022;Totalt i retning Sentrum;4338;100;24;24;0;0;100;4161;177;61;77;33;6;6;0
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-02T00:00+02:00;2022-10-03T00:00+02:00;02.10.2022;Totalt;8475;100;24;24;0;0;100;8163;312;93;133;68;18;17;1
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-03T00:00+02:00;2022-10-04T00:00+02:00;03.10.2022;1;9045;100;24;24;0;0;100;8176;869;272;360;149;88;85;3
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-03T00:00+02:00;2022-10-04T00:00+02:00;03.10.2022;2;9269;100;24;24;0;0;100;8498;771;201;349;149;72;71;1
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-03T00:00+02:00;2022-10-04T00:00+02:00;03.10.2022;Totalt i retning Kval¯ya;9268;100;24;24;0;0;100;8497;771;201;349;149;72;71;1
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-03T00:00+02:00;2022-10-04T00:00+02:00;03.10.2022;Totalt i retning Sentrum;9046;100;24;24;0;0;100;8177;869;272;360;149;88;85;3
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-03T00:00+02:00;2022-10-04T00:00+02:00;03.10.2022;Totalt;18314;100;24;24;0;0;100;16674;1640;473;709;298;160;156;4
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-04T00:00+02:00;2022-10-05T00:00+02:00;04.10.2022;1;8509;100;24;24;0;0;100;7781;728;228;291;139;70;66;4
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-04T00:00+02:00;2022-10-05T00:00+02:00;04.10.2022;2;8697;100;24;24;0;2;99,98;8048;647;167;283;140;57;54;3
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-04T00:00+02:00;2022-10-05T00:00+02:00;04.10.2022;Totalt i retning Kval¯ya;8696;100;24;24;0;2;99,98;8047;647;167;283;140;57;54;3
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-04T00:00+02:00;2022-10-05T00:00+02:00;04.10.2022;Totalt i retning Sentrum;8510;100;24;24;0;0;100;7782;728;228;291;139;70;66;4
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-04T00:00+02:00;2022-10-05T00:00+02:00;04.10.2022;Totalt;17206;100;24;24;0;2;99,99;15829;1375;395;574;279;127;120;7
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-05T00:00+02:00;2022-10-06T00:00+02:00;05.10.2022;1;8853;100;24;24;0;0;100;8070;783;261;307;140;75;72;3
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-05T00:00+02:00;2022-10-06T00:00+02:00;05.10.2022;2;9040;100;24;24;0;1;99,99;8350;689;185;304;143;57;55;2
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-05T00:00+02:00;2022-10-06T00:00+02:00;05.10.2022;Totalt i retning Kval¯ya;9040;100;24;24;0;1;99,99;8350;689;185;304;143;57;55;2
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-05T00:00+02:00;2022-10-06T00:00+02:00;05.10.2022;Totalt i retning Sentrum;8853;100;24;24;0;0;100;8070;783;261;307;140;75;72;3
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-05T00:00+02:00;2022-10-06T00:00+02:00;05.10.2022;Totalt;17893;100;24;24;0;1;99,99;16420;1472;446;611;283;132;127;5
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-06T00:00+02:00;2022-10-07T00:00+02:00;06.10.2022;1;8440;100;24;24;0;0;100;7695;745;238;304;139;64;59;5
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-06T00:00+02:00;2022-10-07T00:00+02:00;06.10.2022;2;8651;100;24;24;0;0;100;7992;659;174;286;140;59;54;5
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-06T00:00+02:00;2022-10-07T00:00+02:00;06.10.2022;Totalt i retning Kval¯ya;8651;100;24;24;0;0;100;7992;659;174;286;140;59;54;5
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-06T00:00+02:00;2022-10-07T00:00+02:00;06.10.2022;Totalt i retning Sentrum;8440;100;24;24;0;0;100;7695;745;238;304;139;64;59;5
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-06T00:00+02:00;2022-10-07T00:00+02:00;06.10.2022;Totalt;17091;100;24;24;0;0;100;15687;1404;412;590;279;123;113;10
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-07T00:00+02:00;2022-10-08T00:00+02:00;07.10.2022;1;7770;100;24;24;0;3;99,96;7127;640;215;252;138;35;33;2
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-07T00:00+02:00;2022-10-08T00:00+02:00;07.10.2022;2;8034;100;24;24;0;0;100;7442;592;184;241;134;33;31;2
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-07T00:00+02:00;2022-10-08T00:00+02:00;07.10.2022;Totalt i retning Kval¯ya;8033;100;24;24;0;0;100;7441;592;184;241;134;33;31;2
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-07T00:00+02:00;2022-10-08T00:00+02:00;07.10.2022;Totalt i retning Sentrum;7771;100;24;24;0;3;99,96;7128;640;215;252;138;35;33;2
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-07T00:00+02:00;2022-10-08T00:00+02:00;07.10.2022;Totalt;15804;100;24;24;0;3;99,98;14569;1232;399;493;272;68;64;4
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-08T00:00+02:00;2022-10-09T00:00+02:00;08.10.2022;1;4837;100;24;24;0;0;100;4674;163;63;63;29;8;6;2
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-08T00:00+02:00;2022-10-09T00:00+02:00;08.10.2022;2;5095;100;24;24;0;0;100;4909;186;74;59;43;10;8;2
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-08T00:00+02:00;2022-10-09T00:00+02:00;08.10.2022;Totalt i retning Kval¯ya;5094;100;24;24;0;0;100;4908;186;74;59;43;10;8;2
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-08T00:00+02:00;2022-10-09T00:00+02:00;08.10.2022;Totalt i retning Sentrum;4838;100;24;24;0;0;100;4675;163;63;63;29;8;6;2
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-08T00:00+02:00;2022-10-09T00:00+02:00;08.10.2022;Totalt;9932;100;24;24;0;0;100;9583;349;137;122;72;18;14;4
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-09T00:00+02:00;2022-10-10T00:00+02:00;09.10.2022;1;3919;100;24;24;0;0;100;3793;126;45;38;34;9;9;0
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-09T00:00+02:00;2022-10-10T00:00+02:00;09.10.2022;2;3686;100;24;24;0;0;100;3567;119;40;33;33;13;11;2
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-09T00:00+02:00;2022-10-10T00:00+02:00;09.10.2022;Totalt i retning Kval¯ya;3686;100;24;24;0;0;100;3567;119;40;33;33;13;11;2
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-09T00:00+02:00;2022-10-10T00:00+02:00;09.10.2022;Totalt i retning Sentrum;3919;100;24;24;0;0;100;3793;126;45;38;34;9;9;0
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-09T00:00+02:00;2022-10-10T00:00+02:00;09.10.2022;Totalt;7605;100;24;24;0;0;100;7360;245;85;71;67;22;20;2
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-10T00:00+02:00;2022-10-11T00:00+02:00;10.10.2022;1;9213;100;24;24;0;2;99,98;8391;820;251;344;140;85;81;4
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-10T00:00+02:00;2022-10-11T00:00+02:00;10.10.2022;2;9381;100;24;24;0;0;100;8672;709;204;308;132;65;63;2
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-10T00:00+02:00;2022-10-11T00:00+02:00;10.10.2022;Totalt i retning Kval¯ya;9384;100;24;24;0;0;100;8674;710;204;309;132;65;63;2
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-10T00:00+02:00;2022-10-11T00:00+02:00;10.10.2022;Totalt i retning Sentrum;9210;100;24;24;0;2;99,98;8389;819;251;343;140;85;81;4
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-10T00:00+02:00;2022-10-11T00:00+02:00;10.10.2022;Totalt;18594;100;24;24;0;2;99,99;17063;1529;455;652;272;150;144;6
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-11T00:00+02:00;2022-10-12T00:00+02:00;11.10.2022;1;8828;100;24;24;0;0;100;8057;771;252;315;151;53;53;0
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-11T00:00+02:00;2022-10-12T00:00+02:00;11.10.2022;2;9016;100;24;24;0;0;100;8297;719;219;316;153;31;31;0
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-11T00:00+02:00;2022-10-12T00:00+02:00;11.10.2022;Totalt i retning Kval¯ya;9016;100;24;24;0;0;100;8297;719;219;316;153;31;31;0
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-11T00:00+02:00;2022-10-12T00:00+02:00;11.10.2022;Totalt i retning Sentrum;8828;100;24;24;0;0;100;8057;771;252;315;151;53;53;0
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-11T00:00+02:00;2022-10-12T00:00+02:00;11.10.2022;Totalt;17844;100;24;24;0;0;100;16354;1490;471;631;304;84;84;0
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-12T00:00+02:00;2022-10-13T00:00+02:00;12.10.2022;1;9283;100;24;24;0;0;100;8555;728;258;262;153;55;52;3
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-12T00:00+02:00;2022-10-13T00:00+02:00;12.10.2022;2;9502;100;24;24;0;1;99,99;8842;659;187;266;154;52;51;1
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-12T00:00+02:00;2022-10-13T00:00+02:00;12.10.2022;Totalt i retning Kval¯ya;9500;100;24;24;0;1;99,99;8840;659;187;266;154;52;51;1
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-12T00:00+02:00;2022-10-13T00:00+02:00;12.10.2022;Totalt i retning Sentrum;9285;100;24;24;0;0;100;8557;728;258;262;153;55;52;3
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-12T00:00+02:00;2022-10-13T00:00+02:00;12.10.2022;Totalt;18785;100;24;24;0;1;99,99;17397;1387;445;528;307;107;103;4
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-13T00:00+02:00;2022-10-14T00:00+02:00;13.10.2022;1;9316;100;24;24;0;1;99,99;8539;776;268;303;144;61;58;3
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-13T00:00+02:00;2022-10-14T00:00+02:00;13.10.2022;2;9518;100;24;24;0;0;100;8848;670;186;283;145;56;53;3
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-13T00:00+02:00;2022-10-14T00:00+02:00;13.10.2022;Totalt i retning Kval¯ya;9517;100;24;24;0;0;100;8848;669;185;283;145;56;53;3
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-13T00:00+02:00;2022-10-14T00:00+02:00;13.10.2022;Totalt i retning Sentrum;9317;100;24;24;0;1;99,99;8539;777;269;303;144;61;58;3
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-13T00:00+02:00;2022-10-14T00:00+02:00;13.10.2022;Totalt;18834;100;24;24;0;1;99,99;17387;1446;454;586;289;117;111;6
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-14T00:00+02:00;2022-10-15T00:00+02:00;14.10.2022;1;8686;100;24;24;0;1;99,99;7988;697;230;282;139;46;45;1
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-14T00:00+02:00;2022-10-15T00:00+02:00;14.10.2022;2;8928;100;24;24;0;0;100;8259;669;203;274;146;46;45;1
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-14T00:00+02:00;2022-10-15T00:00+02:00;14.10.2022;Totalt i retning Kval¯ya;8929;100;24;24;0;0;100;8260;669;203;274;146;46;45;1
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-14T00:00+02:00;2022-10-15T00:00+02:00;14.10.2022;Totalt i retning Sentrum;8685;100;24;24;0;1;99,99;7987;697;230;282;139;46;45;1
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-14T00:00+02:00;2022-10-15T00:00+02:00;14.10.2022;Totalt;17614;100;24;24;0;1;99,99;16247;1366;433;556;285;92;90;2
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-15T00:00+02:00;2022-10-16T00:00+02:00;15.10.2022;1;5292;100;24;24;0;1;99,98;5087;204;77;85;27;15;13;2
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-15T00:00+02:00;2022-10-16T00:00+02:00;15.10.2022;2;5435;100;24;24;0;0;100;5273;162;47;76;33;6;5;1
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-15T00:00+02:00;2022-10-16T00:00+02:00;15.10.2022;Totalt i retning Kval¯ya;5435;100;24;24;0;0;100;5273;162;47;76;33;6;5;1
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-15T00:00+02:00;2022-10-16T00:00+02:00;15.10.2022;Totalt i retning Sentrum;5292;100;24;24;0;1;99,98;5087;204;77;85;27;15;13;2
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-15T00:00+02:00;2022-10-16T00:00+02:00;15.10.2022;Totalt;10727;100;24;24;0;1;99,99;10360;366;124;161;60;21;18;3
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-16T00:00+02:00;2022-10-17T00:00+02:00;16.10.2022;1;4171;100;24;24;0;0;100;4007;164;57;60;37;10;10;0
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-16T00:00+02:00;2022-10-17T00:00+02:00;16.10.2022;2;4026;100;24;24;0;0;100;3871;155;55;51;37;12;10;2
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-16T00:00+02:00;2022-10-17T00:00+02:00;16.10.2022;Totalt i retning Kval¯ya;4029;100;24;24;0;0;100;3874;155;55;51;37;12;10;2
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-16T00:00+02:00;2022-10-17T00:00+02:00;16.10.2022;Totalt i retning Sentrum;4168;100;24;24;0;0;100;4004;164;57;60;37;10;10;0
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-16T00:00+02:00;2022-10-17T00:00+02:00;16.10.2022;Totalt;8197;100;24;24;0;0;100;7878;319;112;111;74;22;20;2
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-17T00:00+02:00;2022-10-18T00:00+02:00;17.10.2022;1;9407;100;24;24;0;2;99,98;8568;837;269;357;138;73;70;3
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-17T00:00+02:00;2022-10-18T00:00+02:00;17.10.2022;2;9592;100;24;24;0;0;100;8852;740;191;341;137;71;70;1
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-17T00:00+02:00;2022-10-18T00:00+02:00;17.10.2022;Totalt i retning Kval¯ya;9590;100;24;24;0;0;100;8850;740;191;341;137;71;70;1
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-17T00:00+02:00;2022-10-18T00:00+02:00;17.10.2022;Totalt i retning Sentrum;9409;100;24;24;0;2;99,98;8570;837;269;357;138;73;70;3
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-17T00:00+02:00;2022-10-18T00:00+02:00;17.10.2022;Totalt;18999;100;24;24;0;2;99,99;17420;1577;460;698;275;144;140;4
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-18T00:00+02:00;2022-10-19T00:00+02:00;18.10.2022;1;8831;100;24;24;0;2;99,98;8051;778;261;313;152;52;48;4
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-18T00:00+02:00;2022-10-19T00:00+02:00;18.10.2022;2;8914;100;24;24;0;0;100;8229;685;205;292;141;47;45;2
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-18T00:00+02:00;2022-10-19T00:00+02:00;18.10.2022;Totalt i retning Kval¯ya;8914;100;24;24;0;0;100;8229;685;205;292;141;47;45;2
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-18T00:00+02:00;2022-10-19T00:00+02:00;18.10.2022;Totalt i retning Sentrum;8831;100;24;24;0;2;99,98;8051;778;261;313;152;52;48;4
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-18T00:00+02:00;2022-10-19T00:00+02:00;18.10.2022;Totalt;17745;100;24;24;0;2;99,99;16280;1463;466;605;293;99;93;6
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-19T00:00+02:00;2022-10-20T00:00+02:00;19.10.2022;1;9051;100;24;24;0;0;100;8293;758;268;282;148;60;56;4
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-19T00:00+02:00;2022-10-20T00:00+02:00;19.10.2022;2;9375;100;24;24;0;0;100;8724;651;184;279;150;38;35;3
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-19T00:00+02:00;2022-10-20T00:00+02:00;19.10.2022;Totalt i retning Kval¯ya;9374;100;24;24;0;0;100;8723;651;184;279;150;38;35;3
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-19T00:00+02:00;2022-10-20T00:00+02:00;19.10.2022;Totalt i retning Sentrum;9052;100;24;24;0;0;100;8294;758;268;282;148;60;56;4
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-19T00:00+02:00;2022-10-20T00:00+02:00;19.10.2022;Totalt;18426;100;24;24;0;0;100;17017;1409;452;561;298;98;91;7
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-20T00:00+02:00;2022-10-21T00:00+02:00;20.10.2022;1;8934;99,9;24;24;0;0;100;8146;788;261;330;139;58;53;5
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-20T00:00+02:00;2022-10-21T00:00+02:00;20.10.2022;2;9072;99,9;24;24;0;0;100;8380;692;209;287;146;50;47;3
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-20T00:00+02:00;2022-10-21T00:00+02:00;20.10.2022;Totalt i retning Kval¯ya;9072;99,9;24;24;0;0;100;8380;692;209;287;146;50;47;3
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-20T00:00+02:00;2022-10-21T00:00+02:00;20.10.2022;Totalt i retning Sentrum;8934;99,9;24;24;0;0;100;8146;788;261;330;139;58;53;5
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-20T00:00+02:00;2022-10-21T00:00+02:00;20.10.2022;Totalt;18006;99,9;24;24;0;0;100;16526;1480;470;617;285;108;100;8
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-21T00:00+02:00;2022-10-22T00:00+02:00;21.10.2022;1;8365;100;24;24;0;1;99,99;7669;695;226;287;144;38;37;1
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-21T00:00+02:00;2022-10-22T00:00+02:00;21.10.2022;2;8760;100;24;24;0;0;100;8158;602;163;260;151;28;27;1
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-21T00:00+02:00;2022-10-22T00:00+02:00;21.10.2022;Totalt i retning Kval¯ya;8760;100;24;24;0;0;100;8158;602;163;260;151;28;27;1
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-21T00:00+02:00;2022-10-22T00:00+02:00;21.10.2022;Totalt i retning Sentrum;8365;100;24;24;0;1;99,99;7669;695;226;287;144;38;37;1
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-21T00:00+02:00;2022-10-22T00:00+02:00;21.10.2022;Totalt;17125;100;24;24;0;1;99,99;15827;1297;389;547;295;66;64;2
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-22T00:00+02:00;2022-10-23T00:00+02:00;22.10.2022;1;5226;100;24;24;0;0;100;5051;175;71;68;29;7;5;2
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-22T00:00+02:00;2022-10-23T00:00+02:00;22.10.2022;2;5608;100;24;24;0;0;100;5451;157;52;65;35;5;3;2
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-22T00:00+02:00;2022-10-23T00:00+02:00;22.10.2022;Totalt i retning Kval¯ya;5608;100;24;24;0;0;100;5451;157;52;65;35;5;3;2
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-22T00:00+02:00;2022-10-23T00:00+02:00;22.10.2022;Totalt i retning Sentrum;5226;100;24;24;0;0;100;5051;175;71;68;29;7;5;2
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-22T00:00+02:00;2022-10-23T00:00+02:00;22.10.2022;Totalt;10834;100;24;24;0;0;100;10502;332;123;133;64;12;8;4
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-23T00:00+02:00;2022-10-24T00:00+02:00;23.10.2022;1;3736;100;24;24;0;0;100;3579;157;63;44;39;11;11;0
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-23T00:00+02:00;2022-10-24T00:00+02:00;23.10.2022;2;3636;100;24;24;0;0;100;3518;118;43;30;34;11;10;1
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-23T00:00+02:00;2022-10-24T00:00+02:00;23.10.2022;Totalt i retning Kval¯ya;3636;100;24;24;0;0;100;3518;118;43;30;34;11;10;1
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-23T00:00+02:00;2022-10-24T00:00+02:00;23.10.2022;Totalt i retning Sentrum;3736;100;24;24;0;0;100;3579;157;63;44;39;11;11;0
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-23T00:00+02:00;2022-10-24T00:00+02:00;23.10.2022;Totalt;7372;100;24;24;0;0;100;7097;275;106;74;73;22;21;1
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-24T00:00+02:00;2022-10-25T00:00+02:00;24.10.2022;1;8794;100;24;24;0;1;99,99;8041;752;265;274;138;75;73;2
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-24T00:00+02:00;2022-10-25T00:00+02:00;24.10.2022;2;8939;100;24;24;0;0;100;8307;632;180;274;127;51;51;0
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-24T00:00+02:00;2022-10-25T00:00+02:00;24.10.2022;Totalt i retning Kval¯ya;8939;100;24;24;0;0;100;8307;632;180;274;127;51;51;0
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-24T00:00+02:00;2022-10-25T00:00+02:00;24.10.2022;Totalt i retning Sentrum;8794;100;24;24;0;1;99,99;8041;752;265;274;138;75;73;2
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-24T00:00+02:00;2022-10-25T00:00+02:00;24.10.2022;Totalt;17733;100;24;24;0;1;99,99;16348;1384;445;548;265;126;124;2
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-25T00:00+02:00;2022-10-26T00:00+02:00;25.10.2022;1;8526;100;24;24;0;0;100;7810;716;263;251;146;56;54;2
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-25T00:00+02:00;2022-10-26T00:00+02:00;25.10.2022;2;8677;100;24;24;0;0;100;8075;602;198;225;143;36;34;2
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-25T00:00+02:00;2022-10-26T00:00+02:00;25.10.2022;Totalt i retning Kval¯ya;8677;100;24;24;0;0;100;8075;602;198;225;143;36;34;2
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-25T00:00+02:00;2022-10-26T00:00+02:00;25.10.2022;Totalt i retning Sentrum;8526;100;24;24;0;0;100;7810;716;263;251;146;56;54;2
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-25T00:00+02:00;2022-10-26T00:00+02:00;25.10.2022;Totalt;17203;100;24;24;0;0;100;15885;1318;461;476;289;92;88;4
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-26T00:00+02:00;2022-10-27T00:00+02:00;26.10.2022;1;8600;100;24;24;0;0;100;7876;724;239;295;126;64;60;4
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-26T00:00+02:00;2022-10-27T00:00+02:00;26.10.2022;2;8782;100;24;24;0;0;100;8136;646;196;275;123;52;52;0
64888V1125917;Fartstavle Tverrforbindelsen;EV8 S1D1 m2385;2022-10-26T00:00+02:00;2022-10-27T00:00+02:00;26.10.2022;Totalt i retning Kval¯ya;8782;100;24;24;0;0;100;8136;646;196;275;123;52;52;0
